timestamp	model_name	split	rmse	mae	mape	spearman	rows
2026-05-05T21:41:21	search_week4_ratio_family_blend_huber125_extra400l6_w70_v1	validation	1258486.589403	838911.890121	5.048976	0.487802	2306
2026-05-05T21:42:21	zero_growth_baseline	validation	1567991.665051	967837.322203	1.000000	0.028546	2306
2026-05-05T21:42:21	previous_30d_growth_baseline	validation	2073583.150750	1317307.739376	5.564849	0.168039	2306
2026-05-05T21:42:21	ridge_baseline	validation	1858878.270306	1310621.607564	14.634026	0.150736	2306
2026-05-05T21:42:21	search_week4_ratio_family_blend_huber125_extra400l6_w65_v1	validation	1252146.765813	838336.315839	5.042837	0.489881	2306
2026-05-05T21:42:21	search_week4_ratio_family_blend_huber125_extra400l6_w65_v1	test	2019078.492491	1056029.537033	3.016234	0.322881	2332
2026-05-05T21:42:56	zero_growth_baseline	validation	1567991.665051	967837.322203	1.000000	0.028546	2306
2026-05-05T21:42:56	previous_30d_growth_baseline	validation	2073583.150750	1317307.739376	5.564849	0.168039	2306
2026-05-05T21:42:56	ridge_baseline	validation	1858878.270306	1310621.607564	14.634026	0.150736	2306
2026-05-05T21:42:56	search_week4_ratio_family_huber_eps_1_25_v1	validation	1324378.936954	859645.954043	5.184773	0.457998	2306
2026-05-05T21:42:56	search_week4_ratio_family_huber_eps_1_25_v1	test	2003204.158699	1031678.962416	3.550610	0.373985	2332
2026-05-14T12:29:08	zero_growth_baseline	validation	1567991.665051	967837.322203	1.000000	0.028546	2306
2026-05-14T12:29:08	previous_30d_growth_baseline	validation	2073583.150750	1317307.739376	5.564849	0.168039	2306
2026-05-14T12:29:08	ridge_baseline	validation	1858878.270306	1310621.607564	14.634026	0.150736	2306
2026-05-14T12:29:08	search_week4_ratio_lower_clip_family_huber_eps_1_25_v1	validation	1315090.347889	853886.341437	5.727218	0.472125	2306
2026-05-14T12:30:05	zero_growth_baseline	validation	1567991.665051	967837.322203	1.000000	0.028546	2306
2026-05-14T12:30:05	previous_30d_growth_baseline	validation	2073583.150750	1317307.739376	5.564849	0.168039	2306
2026-05-14T12:30:05	ridge_baseline	validation	1858878.270306	1310621.607564	14.634026	0.150736	2306
2026-05-14T12:30:05	search_week4_ratio_winsor_family_huber_eps_1_25_v1	validation	1314521.979456	854959.390574	5.800234	0.470992	2306
2026-05-14T12:30:50	zero_growth_baseline	validation	1567991.665051	967837.322203	1.000000	0.028546	2306
2026-05-14T12:30:50	previous_30d_growth_baseline	validation	2073583.150750	1317307.739376	5.564849	0.168039	2306
2026-05-14T12:30:50	ridge_baseline	validation	1858878.270306	1310621.607564	14.634026	0.150736	2306
2026-05-14T12:30:50	search_week4_ratio_family_huber_eps_1_25_v1	validation	1324378.936954	859645.954043	5.184773	0.457998	2306
2026-05-18T16:58:33	zero_growth_baseline	validation	1567991.665051	967837.322203	1.000000	0.028546	2306
2026-05-18T16:58:33	previous_30d_growth_baseline	validation	2073583.150750	1317307.739376	5.564849	0.168039	2306
2026-05-18T16:58:33	ridge_baseline	validation	1858878.270306	1310621.607564	14.634026	0.150736	2306
2026-05-18T16:58:33	search_week4_ratio_signed_magnitude_family_huber_eps_1_25_v1	validation	1322625.085831	860122.626231	5.313988	0.462493	2306
2026-05-18T16:59:37	zero_growth_baseline	validation	1567991.665051	967837.322203	1.000000	0.028546	2306
2026-05-18T16:59:37	previous_30d_growth_baseline	validation	2073583.150750	1317307.739376	5.564849	0.168039	2306
2026-05-18T16:59:37	ridge_baseline	validation	1858878.270306	1310621.607564	14.634026	0.150736	2306
2026-05-18T16:59:37	search_week4_ratio_family_huber_eps_1_25_v1	validation	1324378.936954	859645.954043	5.184773	0.457998	2306
2026-05-18T17:19:03	zero_growth_baseline	validation	1567991.665051	967837.322203	1.000000	0.028546	2306
2026-05-18T17:19:03	previous_30d_growth_baseline	validation	2073583.150750	1317307.739376	5.564849	0.168039	2306
2026-05-18T17:19:03	ridge_baseline	validation	1858878.270306	1310621.607564	14.634026	0.150736	2306
2026-05-18T17:19:03	search_week4_ratio_release_decay_family_huber_eps_1_25_v1	validation	1331631.368890	866539.543516	5.178617	0.457473	2306
2026-05-18T17:19:44	zero_growth_baseline	validation	1567991.665051	967837.322203	1.000000	0.028546	2306
2026-05-18T17:19:44	previous_30d_growth_baseline	validation	2073583.150750	1317307.739376	5.564849	0.168039	2306
2026-05-18T17:19:44	ridge_baseline	validation	1858878.270306	1310621.607564	14.634026	0.150736	2306
2026-05-18T17:19:44	search_week4_ratio_family_huber_eps_1_25_v1	validation	1324378.936954	859645.954043	5.184773	0.457998	2306
2026-05-18T17:22:36	zero_growth_baseline	validation	1567991.665051	967837.322203	1.000000	0.028546	2306
2026-05-18T17:22:36	previous_30d_growth_baseline	validation	2073583.150750	1317307.739376	5.564849	0.168039	2306
2026-05-18T17:22:36	ridge_baseline	validation	1858878.270306	1310621.607564	14.634026	0.150736	2306
2026-05-18T17:22:36	search_week4_ratio_release_interaction_family_huber_eps_1_25_v1	validation	1321827.555896	855576.655693	4.773756	0.451507	2306
2026-05-18T17:23:04	zero_growth_baseline	validation	1567991.665051	967837.322203	1.000000	0.028546	2306
2026-05-18T17:23:04	previous_30d_growth_baseline	validation	2073583.150750	1317307.739376	5.564849	0.168039	2306
2026-05-18T17:23:04	ridge_baseline	validation	1858878.270306	1310621.607564	14.634026	0.150736	2306
2026-05-18T17:23:04	search_week4_ratio_release_interaction_family_huber_eps_1_25_v1	validation	1321827.555896	855576.655693	4.773756	0.451507	2306
2026-05-18T17:23:04	search_week4_ratio_release_interaction_family_huber_eps_1_25_v1	test	2000778.693873	1033663.071856	3.291145	0.366157	2332
